UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,8,2019,53,4051182,1992042,2059140,1575318,1588052,251179,286435,23668,23660,109736,125701,4471,4525,27670,30767,1598274,1613555,259454,296584,36942,38376,119724,136603,7865,8155,1670356,1741926,1286349,1304565,238127,271918,13920,15020,106932,122683,3410,3517,21618,24223,1304015,1324406,243826,279207,24091,26403,115524,132031,6261,6538,321686,317214,288969,283487,13052,14517,9748,8640,2804,3018,1061,1008,6052,6544,294259,289149,15628,17377,12851,11973,4200,4572,1604,1617
R,8,2019,54,4280982,2102555,2178427,1670326,1689765,262923,299646,24635,24824,111572,127676,4685,4710,28414,31806,1694043,1716068,271136,310008,38512,40305,121778,138714,8146,8488,1779077,1858758,1379601,1403971,249939,284963,14923,16182,108714,124684,3641,3700,22259,25258,1397921,1424597,255640,292482,25484,28335,117563,134194,6533,6866,323478,319669,290725,285794,12984,14683,9712,8642,2858,2992,1044,1010,6155,6548,296122,291471,15496,17526,13028,11970,4215,4520,1613,1622
R,8,2019,55,4373454,2137634,2235820,1708920,1745647,260480,299432,24419,24977,111066,129476,4419,4609,28330,31679,1732473,1771814,268476,309266,38667,40919,121108,140467,7908,8368,1830281,1925190,1432882,1467986,247945,285089,15136,16403,108389,126686,3441,3624,22488,25402,1451353,1488682,253558,292233,26259,29160,117106,136214,6363,6799,307353,310630,276038,277661,12535,14343,9283,8574,2677,2790,978,985,5842,6277,281120,283132,14918,17033,12408,11759,4002,4253,1545,1569
R,8,2019,56,4358050,2123640,2234410,1701684,1751138,254876,294038,23886,24427,111182,128929,4199,4490,27813,31388,1724852,1776954,262525,303855,37963,40381,121038,139574,7529,8206,1832804,1937051,1440374,1485449,243082,280545,15103,16211,108581,126117,3288,3560,22376,25169,1458822,1505886,248490,287686,26269,28989,117221,135311,6137,6688,290836,297359,261310,265689,11794,13493,8783,8216,2601,2812,911,930,5437,6219,266030,271068,14035,16169,11694,11392,3817,4263,1392,1518
R,8,2019,57,4339699,2110500,2229199,1703358,1760455,249936,290343,23182,24217,102420,118922,4296,4446,27308,30816,1726193,1785735,257248,299972,37083,40200,112087,129270,7662,8103,1831950,1944184,1452838,1505534,238749,277754,14847,16237,100008,116257,3438,3537,22070,24865,1471113,1525708,243925,284767,25979,29165,108459,125224,6300,6596,278550,285015,250520,254921,11187,12589,8335,7980,2412,2665,858,909,5238,5951,255080,260027,13323,15205,11104,11035,3628,4046,1362,1507
R,8,2019,58,4372872,2119510,2253362,1720917,1788317,247256,290106,22646,24149,97570,116429,4080,4198,27041,30163,1743445,1813054,254423,299275,36705,40152,107094,126461,7337,7783,1855088,1979461,1483268,1543208,236676,277827,14709,16700,95212,113852,3267,3378,21956,24496,1501344,1563062,241809,284592,26023,29744,103555,122546,6027,6389,264422,273901,237649,245109,10580,12279,7937,7449,2358,2577,813,820,5085,5667,242101,249992,12614,14683,10682,10408,3539,3915,1310,1394
R,8,2019,59,4414753,2141838,2272915,1731603,1796437,253527,295589,22946,24249,102624,122453,4160,4221,26978,29966,1754198,1820913,260593,304854,36995,40108,112087,132375,7374,7755,1876468,1999457,1493095,1551619,242844,283396,14939,16822,100269,119868,3338,3415,21983,24337,1511323,1571239,247906,290249,26290,29762,108614,128450,6053,6406,265370,273458,238508,244818,10683,12193,8007,7427,2355,2585,822,806,4995,5629,242875,249674,12687,14605,10705,10346,3473,3925,1321,1349
R,8,2019,60,4267173,2061103,2206070,1675840,1753639,239681,282925,21222,22756,95181,114685,3842,3878,25337,28187,1696962,1776848,246215,291335,34658,38116,104056,123807,6775,7069,1821387,1954668,1460338,1528524,229989,271630,14099,15876,93040,112327,3113,3172,20808,23139,1477559,1547381,234707,277878,25072,28575,100856,120302,5603,5900,239716,251402,215502,225115,9692,11295,7123,6880,2141,2358,729,706,4529,5048,219403,229467,11508,13457,9586,9541,3200,3505,1172,1169
R,8,2019,61,4203572,2022594,2180978,1650456,1741527,229372,272150,20017,21961,94795,114455,3610,3775,24344,27110,1670693,1763696,235687,280296,33093,36860,103182,123208,6413,6799,1800263,1942793,1450834,1528088,220104,261401,13529,15588,92809,112324,2932,3076,20055,22316,1467356,1546157,224666,267488,24314,27923,100239,119955,5305,5668,222331,238185,199622,213439,9268,10749,6488,6373,1986,2131,678,699,4289,4794,203337,217539,11021,12808,8779,8937,2943,3253,1108,1131
R,8,2019,62,4158716,1992334,2166382,1630619,1733714,223268,270013,19826,21361,91560,111380,3502,3582,23559,26332,1650176,1755342,229433,277841,32708,36324,99488,119410,6201,6568,1778926,1934913,1438997,1526128,214498,259600,13323,15205,89682,109369,2882,2916,19544,21695,1455065,1543741,219023,265432,24003,27709,96765,116341,5212,5455,213408,231469,191622,207586,8770,10413,6503,6156,1878,2011,620,666,4015,4637,195111,211601,10410,12409,8705,8615,2723,3069,989,1113
R,8,2019,63,4004589,1909894,2094695,1564867,1675722,211357,259078,18572,20581,89597,110475,3210,3448,22291,25391,1583456,1696526,217091,266614,30767,35005,97016,118331,5788,6268,1708715,1873639,1384320,1477543,203044,249143,12506,14813,87794,108386,2625,2881,18426,20873,1399545,1494457,207169,254701,22590,26872,94377,115207,4843,5275,201179,221056,180547,198179,8313,9935,6066,5768,1803,2089,585,567,3865,4518,183911,202069,9922,11913,8177,8133,2639,3124,945,993
R,8,2019,64,3946907,1877137,2069770,1543584,1662087,202972,250293,17867,19560,88220,110348,3071,3383,21423,24099,1561302,1681743,208484,257472,29774,33121,95307,117869,5574,6130,1683742,1855299,1369382,1468972,195047,241034,12300,14170,86533,108445,2551,2791,17929,19887,1384074,1484951,199098,246371,22314,25523,92868,115043,4719,5159,193395,214471,174202,193115,7925,9259,5567,5390,1687,1903,520,592,3494,4212,177228,196792,9386,11101,7460,7598,2439,2826,855,971
R,8,2019,65,3787501,1789891,1997610,1481120,1612853,187218,236761,16363,18323,82718,104033,2797,3154,19675,22486,1497551,1631164,192201,243389,27558,31316,89057,110765,4949,5744,1614774,1799280,1323161,1433926,179928,228348,11489,13462,81287,102260,2336,2596,16573,18688,1336889,1448945,183593,233299,21020,24438,86939,108193,4223,4848,175117,198330,157959,178927,7290,8413,4874,4861,1431,1773,461,558,3102,3798,160662,182219,8608,10090,6538,6878,2118,2572,726,896
R,8,2019,66,3620487,1704098,1916389,1417892,1556151,171674,220484,15184,16962,78376,98716,2662,2899,18310,21177,1433143,1573493,176165,226591,25639,29270,84284,105133,4722,5314,1543377,1731571,1272889,1389123,165075,212593,10720,12554,76997,97148,2246,2423,15450,17730,1285665,1403455,168361,217221,19632,23023,82282,102790,4045,4531,160721,184818,145003,167028,6599,7891,4464,4408,1379,1568,416,476,2860,3447,147478,170038,7804,9370,6007,6247,2002,2343,677,783
R,8,2019,67,3479587,1633951,1845636,1366775,1503695,159626,208939,13851,15897,74331,94982,2521,2782,16847,19341,1380765,1519559,163820,214451,23601,27390,79648,100626,4500,4995,1485623,1673725,1232589,1348274,153646,201560,9921,11802,73059,93481,2144,2348,14264,16260,1244330,1361450,156769,205751,18246,21654,77829,98446,3862,4254,148328,171911,134186,155421,5980,7379,3930,4095,1272,1501,377,434,2583,3081,136435,158109,7051,8700,5355,5736,1819,2180,638,741
R,8,2019,68,3346605,1564342,1782263,1309549,1450886,153906,204506,13287,15161,69396,90789,2288,2547,15916,18374,1322766,1465895,157837,209894,22717,26196,74267,95992,4117,4639,1422580,1617731,1181042,1302178,148214,197484,9626,11194,68225,89299,1962,2152,13511,15424,1192165,1314601,151153,201607,17723,20661,72583,93844,3582,3964,141762,164532,128507,148708,5692,7022,3661,3967,1171,1490,326,395,2405,2950,130601,151294,6684,8287,4994,5535,1684,2148,535,675
R,8,2019,69,3250960,1518347,1732613,1265875,1406310,149131,197523,12914,14493,72658,94095,2342,2500,15427,17692,1278672,1420665,152979,202725,22079,24943,77367,99332,4128,4570,1383093,1572580,1143364,1261452,143613,190588,9451,10860,71552,92688,1967,2135,13146,14857,1154193,1273368,146525,194537,17317,19830,75760,97250,3562,3928,135254,160033,122511,144858,5518,6935,3463,3633,1106,1407,375,365,2281,2835,124479,147297,6454,8188,4762,5113,1607,2082,566,642
R,8,2019,70,3142739,1464378,1678361,1232385,1376035,136163,183123,12066,13511,67310,86662,2249,2436,14205,16594,1244199,1389645,139564,187896,20585,23556,71614,91285,3913,4300,1340434,1531220,1119909,1242462,131279,176936,8885,10194,66268,85459,1916,2075,12177,14094,1129974,1253918,133845,180602,16303,18951,70101,89519,3368,3707,123944,147141,112476,133573,4884,6187,3181,3317,1042,1203,333,361,2028,2500,114225,135727,5719,7294,4282,4605,1513,1766,545,593
R,8,2019,71,3080808,1433803,1647005,1216168,1362407,127330,172838,11219,12795,63615,80803,2012,2252,13459,15910,1227380,1375546,130617,177263,19345,22440,67577,85253,3553,4052,1316883,1506651,1109939,1234915,122704,167058,8367,9697,62668,79620,1714,1922,11491,13439,1119422,1245882,125215,170435,15404,18050,66191,83521,3088,3498,116920,140354,106229,127492,4626,5780,2852,3098,947,1183,298,330,1968,2471,107958,129664,5402,6828,3941,4390,1386,1732,465,554
R,8,2019,72,3200005,1487641,1712364,1282953,1444183,119200,162607,11240,12366,58834,75363,1898,1970,13516,15875,1294316,1457421,122384,167008,19681,22253,62568,79588,3435,3669,1377591,1577866,1182722,1321650,115089,157177,8464,9520,57987,74230,1629,1680,11700,13609,1192514,1332894,117557,160617,15925,18187,61275,77966,2986,3194,110050,134498,100231,122533,4111,5430,2776,2846,847,1133,269,290,1816,2266,101802,124527,4827,6391,3756,4066,1293,1622,449,475
R,8,2019,73,2387493,1100139,1287354,935621,1068347,93237,130712,8566,9872,50631,64210,1699,1751,10385,12462,944342,1078649,95710,134128,14758,17215,53718,67844,2956,3227,1006381,1169320,850213,960965,89581,125700,6289,7438,49931,63246,1473,1508,8894,10463,857651,969523,91428,128270,11695,13729,52683,66431,2575,2820,93758,118034,85408,107382,3656,5012,2277,2434,700,964,226,243,1491,1999,86691,109126,4282,5858,3063,3486,1035,1413,381,407
R,8,2019,74,2279101,1042813,1236288,886712,1025957,89278,126888,7959,9391,47673,60701,1469,1663,9722,11688,894861,1035633,91579,130082,13754,16313,50536,64066,2711,3056,954957,1125297,806534,924603,85995,122417,5908,7130,46964,59818,1258,1425,8298,9904,813423,932730,87718,124831,10939,13129,49509,62774,2359,2652,87856,110991,80178,101354,3283,4471,2051,2261,709,883,211,238,1424,1784,81438,102903,3861,5251,2815,3184,1027,1292,352,404
R,8,2019,75,2197580,998198,1199382,854813,1004319,81709,117810,7340,8670,44106,55926,1336,1485,8894,11172,862287,1013572,83740,120937,12687,15400,46706,59010,2455,2827,919952,1096683,783313,910397,78674,113840,5521,6591,43554,55079,1169,1281,7721,9495,789758,918196,80250,116241,10260,12451,45877,57791,2169,2475,78246,102699,71500,93922,3035,3970,1819,2079,552,847,167,204,1173,1677,72529,95376,3490,4696,2427,2949,829,1219,286,352
R,8,2019,76,2226451,1005512,1220939,871194,1035185,77349,114908,6786,8237,40596,50536,1188,1334,8399,10739,878304,1044153,79251,117816,11987,14808,42888,53406,2216,2571,932836,1122852,804664,945658,74567,110895,5229,6259,40027,49796,1048,1145,7301,9099,810847,953208,76017,113058,9868,12011,42047,52292,1953,2249,72676,98087,66530,89527,2782,4013,1557,1978,569,740,140,189,1098,1640,67457,90945,3234,4758,2119,2797,841,1114,263,322
R,8,2019,77,1927223,862455,1064768,741737,895790,68077,102288,6032,7276,38105,48906,1023,1234,7481,9274,747986,903514,69810,104770,10635,12931,40241,51447,1900,2266,797600,976686,682330,815008,65587,98927,4658,5539,37636,48230,887,1032,6502,7950,687737,821573,66933,100832,8740,10505,39541,50477,1663,1960,64855,88082,59407,80782,2490,3361,1374,1737,469,676,136,202,979,1324,60249,81941,2877,3938,1895,2426,700,970,237,306
R,8,2019,78,1730854,765180,965674,656689,810259,60766,94813,5455,6603,34693,44402,954,1064,6623,8533,662271,817355,62254,97092,9483,11784,36629,46804,1749,2056,705808,883992,602278,735247,58514,91672,4202,5120,34260,43779,842,899,5712,7275,607071,741262,59629,93418,7762,9643,35976,45875,1544,1774,59372,81682,54411,75012,2252,3141,1253,1483,433,623,112,165,911,1258,55200,76093,2625,3674,1721,2141,653,929,205,282
R,8,2019,79,1605609,703644,901965,600907,753945,57043,90162,5048,6238,33546,42611,909,1088,6191,7921,606090,760540,58458,92324,8713,10969,35452,44819,1657,2013,647251,823471,549225,681963,54928,87068,3844,4794,33098,42021,784,892,5372,6733,553712,687516,56005,88712,7070,8905,34805,43968,1456,1705,56393,78494,51682,71982,2115,3094,1204,1444,448,590,125,196,819,1188,52378,73024,2453,3612,1643,2064,647,851,201,308
R,8,2019,80,1478018,644643,833375,553830,701579,50364,80272,4297,5517,30029,37862,736,993,5387,7152,558392,707531,51598,82167,7498,9779,31631,39897,1385,1866,593509,761413,506902,635454,48385,77448,3265,4250,29664,37324,631,850,4662,6087,510819,640511,49325,78864,6085,7971,31098,39104,1225,1601,51134,71962,46928,66125,1979,2824,1032,1267,365,538,105,143,725,1065,47573,67020,2273,3303,1413,1808,533,793,160,265
R,8,2019,81,1385234,595632,789602,512943,666029,45475,75418,3940,5260,27560,35522,707,907,5007,6466,517164,671415,46619,77173,6926,9030,29065,37392,1278,1669,548872,722104,469913,604082,43764,72726,3053,4052,27216,35040,600,738,4326,5466,473539,608603,44626,74055,5689,7330,28559,36669,1098,1400,46760,67498,43030,61947,1711,2692,887,1208,344,482,107,169,681,1000,43625,62812,1993,3118,1237,1700,506,723,180,269
R,8,2019,82,1247279,528543,718736,454825,605766,40481,68831,3429,4612,24763,32729,627,817,4418,5981,458607,610764,41494,70441,6020,8079,26128,34462,1120,1545,486217,656807,415868,548824,38882,66421,2627,3518,24466,32246,538,682,3836,5116,419137,553065,39644,67655,4932,6553,25690,33779,975,1328,42326,61929,38957,56942,1599,2410,802,1094,297,483,89,135,582,865,39470,57699,1850,2786,1088,1526,438,683,145,217
R,8,2019,83,1152541,480940,671601,414134,566071,37039,65071,3066,4258,22216,30099,539,707,3946,5395,417451,570555,37933,66559,5333,7441,23463,31629,1029,1303,442166,614122,378363,513114,35573,62879,2367,3257,21956,29688,468,601,3439,4583,381248,516893,36245,64015,4377,6019,23081,31034,903,1132,38774,57479,35771,52957,1466,2192,699,1001,260,411,71,106,507,812,36203,53662,1688,2544,956,1422,382,595,126,171
R,8,2019,84,1069645,437602,632043,377932,534205,33093,60343,2751,3956,19830,27797,493,645,3503,5097,380888,538422,33880,61677,4762,6926,20914,29292,953,1241,402180,577756,345157,484161,31830,58286,2123,2994,19580,27398,433,537,3057,4380,347729,487758,32439,59319,3917,5616,20542,28718,846,1059,35422,54287,32775,50044,1263,2057,628,962,250,399,60,108,446,717,33159,50664,1441,2358,845,1310,372,574,107,182
R,8,2019,85,929940,374489,555451,323476,469603,28116,52968,2261,3328,17168,24493,459,578,3009,4481,326050,473378,28783,54169,3955,5895,18137,25857,821,1096,344302,508425,295507,426204,27088,51204,1716,2512,16966,24140,393,501,2632,3864,297753,429445,27602,52127,3228,4772,17831,25349,719,958,30187,47026,27969,43399,1028,1764,545,816,202,353,66,77,377,617,28297,43933,1181,2042,727,1123,306,508,102,138
R,8,2019,86,853288,336104,517184,291304,438177,24537,48164,2021,3047,15244,23256,386,502,2612,4038,293527,441540,25117,49223,3476,5377,16113,24445,698,1013,309956,474683,267094,398856,23602,46595,1562,2350,15064,22958,338,435,2296,3489,269040,401745,24053,47423,2861,4409,15850,24015,617,892,26148,42501,24210,39321,935,1569,459,697,180,298,48,67,316,549,24487,39795,1064,1800,615,968,263,430,81,121
R,8,2019,87,780106,300332,479774,261854,409210,20900,42915,1697,2717,13246,20757,342,447,2293,3728,263812,412337,21423,43921,2962,4860,14000,21816,644,901,276700,440710,239851,373051,20148,41497,1285,2071,13082,20489,298,391,2036,3211,241587,375723,20570,42299,2414,3957,13771,21425,568,783,23632,39064,22003,36159,752,1418,412,646,164,268,44,56,257,517,22225,36614,853,1622,548,903,229,391,76,118
R,8,2019,88,701269,263962,437307,231584,375505,17328,37219,1413,2348,11360,18621,294,389,1983,3225,233276,378197,17768,38112,2511,4203,12031,19557,542,768,242951,402200,211994,342962,16680,35993,1052,1754,11242,18398,259,334,1724,2759,213463,345247,17020,36681,2016,3376,11838,19216,476,675,21011,35107,19590,32543,648,1226,361,594,118,223,35,55,259,466,19813,32950,748,1431,495,827,193,341,66,93
R,8,2019,89,637948,233616,404332,204384,346518,15545,34653,1318,2148,10370,17653,266,379,1733,2981,205858,349016,15934,35451,2291,3864,10926,18515,485,732,214862,371915,186897,316357,14941,33576,988,1633,10274,17452,239,324,1523,2573,188191,318504,15252,34185,1848,3155,10775,18217,437,635,18754,32417,17487,30161,604,1077,330,515,96,201,27,55,210,408,17667,30512,682,1266,443,709,151,298,48,97
R,8,2019,90,537580,191594,345986,168222,297633,12261,29202,1046,1667,8397,14631,211,331,1457,2522,169448,299728,12600,29912,1887,3121,8849,15332,395,639,176455,319242,154147,272787,11773,28269,787,1258,8302,14462,186,288,1260,2178,155201,274583,12033,28832,1533,2540,8698,15082,345,562,15139,26744,14075,24846,488,933,259,409,95,169,25,43,197,344,14247,25145,567,1080,354,581,151,250,50,77
R,8,2019,91,466972,161069,305903,141679,263967,10075,25217,860,1504,7095,12715,147,261,1213,2239,142709,265830,10339,25825,1533,2793,7494,13352,306,555,148704,283168,130126,242911,9693,24396,651,1127,7035,12569,127,222,1072,1943,131032,244510,9910,24876,1252,2274,7400,13137,270,480,12365,22735,11553,21056,382,821,209,377,60,146,20,39,141,296,11677,21320,429,949,281,519,94,215,36,75
R,8,2019,92,394398,131999,262399,115873,226690,8301,21476,666,1300,6030,10850,121,211,1008,1872,116729,228266,8540,21975,1233,2391,6346,11376,238,435,122258,243785,106731,209452,8025,20787,527,989,5978,10730,106,182,891,1645,107486,210831,8219,21186,1033,1969,6263,11198,211,380,9741,18614,9142,17238,276,689,139,311,52,120,15,29,117,227,9243,17435,321,789,200,422,83,178,27,55
R,8,2019,93,322170,104065,218105,91176,188244,6628,17938,529,1038,4841,9127,93,198,798,1560,91851,189551,6826,18376,980,1925,5085,9554,192,385,96259,202732,83900,173977,6387,17403,402,792,4794,9024,81,170,695,1366,84485,175119,6539,17757,804,1586,5009,9403,167,338,7806,15373,7276,14267,241,535,127,246,47,103,12,28,103,194,7366,14432,287,619,176,339,76,151,25,47
R,8,2019,94,263953,81841,182112,71434,157198,5176,14742,430,847,4093,7796,68,169,640,1360,71974,158336,5326,15165,784,1636,4301,8135,152,315,75912,169723,65904,145708,5002,14290,326,654,4057,7710,59,151,564,1210,66382,146716,5119,14647,641,1369,4241,8013,132,280,5929,12389,5530,11490,174,452,104,193,36,86,9,18,76,150,5592,11620,207,518,143,267,60,122,20,35
